Filled container:
Container contains 10000 elements.
1: It is Fish : name = Imahd, weight = 999107, value = 0.000483, place = OCEAN
916: It is Beast: name = Fytbl, weight = 903814, value = 0.000568, type = PREDATOR
917: It is Fish : name = Ofcpt, weight = 895001, value = 0.000568, place = RIVER
918: It is Beast: name = Pnkbh, weight = 879011, value = 0.000568, type = INSECTIVORES
919: It is Beast: name = Nuwjs, weight = 942138, value = 0.000568, type = HERBIVORES
920: It is Fish : name = Qutdi, weight = 913960, value = 0.000568, place = OCEAN
921: It is Beast: name = Oxook, weight = 929704, value = 0.000568, type = INSECTIVORES
922: It is Beast: name = Ommmx, weight = 926113, value = 0.000568, type = INSECTIVORES
923: It is Bird : name = Qmegn, weight = 887367, value = 0.000568, fly away = TRUE
924: It is Fish : name = Yezvn, weight = 950717, value = 0.000568, place = SEA
925: It is Bird : name = Kwlak, weight = 890798, value = 0.000568, fly away = FALSE
926: It is Bird : name = Czjoe, weight = 892556, value = 0.000568, fly away = FALSE
927: It is Bird : name = Gaozd, weight = 881937, value = 0.000568, fly away = FALSE
928: It is Fish : name = Oojfm, weight = 892499, value = 0.000568, place = OCEAN
929: It is Fish : name = Aitfo, weight = 878397, value = 0.000568, place = SEA
930: It is Beast: name = Npxlm, weight = 927503, value = 0.000568, type = HERBIVORES
931: It is Beast: name = Vjglr, weight = 909855, value = 0.000568, type = PREDATOR
932: It is Fish : name = Qksdt, weight = 913372, value = 0.000568, place = RIVER
933: It is Beast: name = Atjpz, weight = 916855, value = 0.000568, type = PREDATOR
934: It is Bird : name = Rjaqc, weight = 874564, value = 0.000568, fly away = FALSE
935: It is Beast: name = Rgcmr, weight = 892119, value = 0.000568, type = INSECTIVORES
936: It is Beast: name = Xqple, weight = 918401, value = 0.000568, type = HERBIVORES
937: It is Beast: name = Bzycd, weight = 893768, value = 0.000568, type = HERBIVORES
938: It is Bird : name = Ixejk, weight = 891975, value = 0.000568, fly away = FALSE
939: It is Beast: name = Eyzgp, weight = 927037, value = 0.000568, type = PREDATOR
940: It is Bird : name = Gligk, weight = 868886, value = 0.000569, fly away = TRUE
941: It is Beast: name = Nxrow, weight = 953298, value = 0.000569, type = INSECTIVORES
942: It is Beast: name = Rzrzm, weight = 965423, value = 0.000569, type = INSECTIVORES
943: It is Fish : name = Pxhnw, weight = 937025, value = 0.000569, place = LAKE
944: It is Fish : name = Siozk, weight = 928042, value = 0.000569, place = OCEAN
945: It is Fish : name = Knuxm, weight = 933253, value = 0.000569, place = LAKE
946: It is Fish : name = Vmoye, weight = 927876, value = 0.000569, place = LAKE
947: It is Bird : name = Kwduh, weight = 904963, value = 0.000569, fly away = TRUE
948: It is Bird : name = Kkctu, weight = 903184, value = 0.000569, fly away = FALSE
949: It is Beast: name = Tnsvc, weight = 924037, value = 0.000569, type = INSECTIVORES
950: It is Beast: name = Lvcdc, weight = 864175, value = 0.000569, type = INSECTIVORES
951: It is Fish : name = Ahevt, weight = 885130, value = 0.000569, place = SEA
952: It is Fish : name = Iyqlj, weight = 914894, value = 0.000569, place = LAKE
953: It is Fish : name = Cllea, weight = 844640, value = 0.000569, place = OCEAN
954: It is Bird : name = Fefab, weight = 821750, value = 0.000570, fly away = FALSE
955: It is Beast: name = Btruz, weight = 939207, value = 0.000570, type = PREDATOR
956: It is Bird : name = Nbbln, weight = 863682, value = 0.000570, fly away = FALSE
957: It is Fish : name = Rrdpz, weight = 930208, value = 0.000570, place = LAKE
958: It is Fish : name = Axpzs, weight = 937210, value = 0.000570, place = OCEAN
959: It is Fish : name = Teueg, weight = 887903, value = 0.000570, place = RIVER
960: It is Beast: name = Ntbro, weight = 907107, value = 0.000570, type = INSECTIVORES
961: It is Bird : name = Utzlv, weight = 963003, value = 0.000570, fly away = TRUE
962: It is Beast: name = Wrstm, weight = 948521, value = 0.000570, type = PREDATOR
963: It is Bird : name = Jehqa, weight = 857286, value = 0.000570, fly away = FALSE
964: It is Fish : name = Tpnqt, weight = 937786, value = 0.000570, place = RIVER
965: It is Bird : name = Lhfgl, weight = 864165, value = 0.000570, fly away = TRUE
966: It is Beast: name = Gybvr, weight = 914966, value = 0.000571, type = INSECTIVORES
967: It is Fish : name = Aqief, weight = 851752, value = 0.000571, place = RIVER
968: It is Beast: name = Prqvr, weight = 944444, value = 0.000571, type = HERBIVORES
969: It is Fish : name = Eylum, weight = 918025, value = 0.000571, place = OCEAN
970: It is Fish : name = Djswj, weight = 900202, value = 0.000571, place = LAKE
971: It is Fish : name = Djbab, weight = 817834, value = 0.000571, place = LAKE
972: It is Fish : name = Ukzja, weight = 905375, value = 0.000571, place = LAKE
973: It is Bird : name = Khmal, weight = 863216, value = 0.000571, fly away = FALSE
974: It is Beast: name = Bxbam, weight = 857944, value = 0.000571, type = INSECTIVORES
975: It is Beast: name = Axmnm, weight = 898203, value = 0.000571, type = INSECTIVORES
976: It is Beast: name = Fegvc, weight = 859645, value = 0.000571, type = INSECTIVORES
977: It is Bird : name = Vvphf, weight = 913855, value = 0.000571, fly away = TRUE
978: It is Fish : name = Mjakp, weight = 873481, value = 0.000571, place = OCEAN
979: It is Fish : name = Yiatf, weight = 890932, value = 0.000571, place = SEA
980: It is Bird : name = Kvfgr, weight = 896073, value = 0.000571, fly away = TRUE
981: It is Beast: name = Uogso, weight = 918754, value = 0.000571, type = INSECTIVORES
982: It is Beast: name = Qlmvp, weight = 923708, value = 0.000572, type = HERBIVORES
983: It is Beast: name = Xlnfz, weight = 927196, value = 0.000572, type = HERBIVORES
984: It is Fish : name = Nzwna, weight = 920040, value = 0.000572, place = LAKE
985: It is Fish : name = Yswpd, weight = 935715, value = 0.000572, place = SEA
986: It is Beast: name = Dvdlp, weight = 884735, value = 0.000572, type = PREDATOR
987: It is Fish : name = Vhxqw, weight = 947637, value = 0.000572, place = RIVER
988: It is Beast: name = Neayn, weight = 886313, value = 0.000572, type = INSECTIVORES
989: It is Bird : name = Bhjld, weight = 845987, value = 0.000572, fly away = FALSE
990: It is Beast: name = Tgmqt, weight = 917581, value = 0.000572, type = HERBIVORES
991: It is Beast: name = Vnbay, weight = 894650, value = 0.000572, type = PREDATOR
992: It is Fish : name = Lkyof, weight = 903243, value = 0.000572, place = RIVER
993: It is Fish : name = Xilju, weight = 915432, value = 0.000572, place = SEA
994: It is Fish : name = Aaatm, weight = 845500, value = 0.000572, place = SEA
995: It is Bird : name = Gqkum, weight = 903110, value = 0.000572, fly away = FALSE
996: It is Fish : name = Jtifo, weight = 887303, value = 0.000573, place = LAKE
997: It is Beast: name = Kxfhy, weight = 911747, value = 0.000573, type = HERBIVORES
998: It is Bird : name = Qgyoo, weight = 920257, value = 0.000573, fly away = TRUE
999: It is Bird : name = Htabx, weight = 878309, value = 0.000573, fly away = TRUE
1000: It is Fish : name = Ulgub, weight = 892252, value = 0.000573, place = LAKE
1001: It is Fish : name = Cxqwo, weight = 925404, value = 0.000573, place = SEA
1002: It is Fish : name = Zjkoo, weight = 916651, value = 0.000573, place = SEA
1003: It is Bird : name = Uvuun, weight = 954920, value = 0.000573, fly away = TRUE
1004: It is Beast: name = Gnkbv, weight = 879770, value = 0.000573, type = INSECTIVORES
1005: It is Fish : name = Dmagt, weight = 860383, value = 0.000573, place = RIVER
1006: It is Fish : name = Uyoaj, weight = 907498, value = 0.000573, place = OCEAN
1007: It is Bird : name = Ymtrf, weight = 924888, value = 0.000573, fly away = FALSE
1008: It is Bird : name = Yjauu, weight = 917799, value = 0.000573, fly away = TRUE
1009: It is Bird : name = Wncbb, weight = 858374, value = 0.000573, fly away = FALSE
1010: It is Fish : name = Ugjsx, weight = 922806, value = 0.000573, place = LAKE
1011: It is Beast: name = Cdvme, weight = 863412, value = 0.000573, type = INSECTIVORES
1012: It is Fish : name = Dbafs, weight = 837021, value = 0.000573, place = OCEAN
1013: It is Fish : name = Dyrtb, weight = 901277, value = 0.000574, place = SEA
1014: It is Fish : name = Qtkvb, weight = 906482, value = 0.000574, place = LAKE
1015: It is Fish : name = Ldrog, weight = 878276, value = 0.000574, place = RIVER
1016: It is Beast: name = Lkwli, weight = 897371, value = 0.000574, type = HERBIVORES
1017: It is Beast: name = Sdoxj, weight = 906015, value = 0.000574, type = INSECTIVORES
1018: It is Fish : name = Jlelx, weight = 890249, value = 0.000574, place = SEA
1019: It is Bird : name = Dfpuk, weight = 881532, value = 0.000574, fly away = TRUE
1020: It is Fish : name = Tqhgg, weight = 882956, value = 0.000574, place = SEA
1021: It is Bird : name = Knqgg, weight = 877667, value = 0.000574, fly away = TRUE
1022: It is Beast: name = Pohbj, weight = 868796, value = 0.000574, type = PREDATOR
1023: It is Fish : name = Nimbc, weight = 851309, value = 0.000574, place = RIVER
1024: It is Beast: name = Jawak, weight = 860013, value = 0.000574, type = PREDATOR
1025: It is Fish : name = Pmqxb, weight = 905245, value = 0.000574, place = LAKE
1026: It is Fish : name = Ozvwq, weight = 959209, value = 0.000574, place = RIVER
1027: It is Beast: name = Yfjlh, weight = 886038, value = 0.000574, type = HERBIVORES
1028: It is Fish : name = Iktsg, weight = 894479, value = 0.000575, place = OCEAN
1029: It is Bird : name = Yjhjd, weight = 878803, value = 0.000575, fly away = TRUE
1030: It is Beast: name = Epute, weight = 896199, value = 0.000575, type = PREDATOR
1031: It is Beast: name = Qwnoe, weight = 908086, value = 0.000575, type = INSECTIVORES
1032: It is Fish : name = Xawrp, weight = 921847, value = 0.000575, place = LAKE
1033: It is Bird : name = Sxrvs, weight = 956552, value = 0.000575, fly away = FALSE
1034: It is Beast: name = Mbkoq, weight = 879955, value = 0.000575, type = PREDATOR
1035: It is Beast: name = Kycjw, weight = 904043, value = 0.000575, type = INSECTIVORES
1036: It is Bird : name = Iraey, weight = 879572, value = 0.000575, fly away = FALSE
1037: It is Bird : name = Fyjsj, weight = 900359, value = 0.000575, fly away = TRUE
1038: It is Beast: name = Vnzzw, weight = 971443, value = 0.000575, type = INSECTIVORES
1039: It is Beast: name = Efyrg, weight = 884548, value = 0.000575, type = HERBIVORES
1040: It is Fish : name = Wvurg, weight = 936649, value = 0.000575, place = LAKE
1041: It is Bird : name = Fbkxl, weight = 873753, value = 0.000576, fly away = TRUE
1042: It is Bird : name = Gdpyl, weight = 889285, value = 0.000576, fly away = FALSE
1043: It is Beast: name = Nufwg, weight = 901381, value = 0.000576, type = INSECTIVORES
1044: It is Beast: name = Eboys, weight = 892644, value = 0.000576, type = PREDATOR
1045: It is Beast: name = Yfill, weight = 889036, value = 0.000576, type = INSECTIVORES
1046: It is Fish : name = Mvoxa, weight = 908089, value = 0.000576, place = OCEAN
1047: It is Bird : name = Iqopj, weight = 894189, value = 0.000576, fly away = TRUE
1048: It is Fish : name = Whybp, weight = 906332, value = 0.000576, place = LAKE
1049: It is Beast: name = Yoisv, weight = 933893, value = 0.000576, type = PREDATOR
1050: It is Fish : name = Rulff, weight = 887000, value = 0.000576, place = RIVER
1051: It is Fish : name = Xuckb, weight = 883525, value = 0.000576, place = OCEAN
1052: It is Beast: name = Mwryq, weight = 943624, value = 0.000577, type = PREDATOR
1053: It is Bird : name = Mwimt, weight = 912308, value = 0.000577, fly away = FALSE
1054: It is Beast: name = Ovqhx, weight = 926165, value = 0.000577, type = INSECTIVORES
1055: It is Beast: name = Qwsfd, weight = 896646, value = 0.000577, type = HERBIVORES
1056: It is Bird : name = Tiufw, weight = 913988, value = 0.000577, fly away = FALSE
1057: It is Bird : name = Pkeyc, weight = 881004, value = 0.000577, fly away = TRUE
1058: It is Fish : name = Sfybd, weight = 874015, value = 0.000577, place = OCEAN
1059: It is Fish : name = Wtnmg, weight = 910383, value = 0.000577, place = LAKE
1060: It is Bird : name = Nyjpm, weight = 911943, value = 0.000577, fly away = TRUE
1061: It is Beast: name = Jcvzs, weight = 915233, value = 0.000577, type = PREDATOR
1062: It is Bird : name = Byuhm, weight = 896158, value = 0.000577, fly away = FALSE
1063: It is Bird : name = Poqnd, weight = 890866, value = 0.000577, fly away = TRUE
1064: It is Beast: name = Umfgb, weight = 861384, value = 0.000577, type = PREDATOR
1065: It is Beast: name = Mgevb, weight = 861350, value = 0.000577, type = PREDATOR
1066: It is Fish : name = Xcxrv, weight = 933862, value = 0.000577, place = SEA
1067: It is Bird : name = Xmkby, weight = 906128, value = 0.000577, fly away = FALSE
1068: It is Bird : name = Khgrk, weight = 871263, value = 0.000577, fly away = FALSE
1069: It is Beast: name = Slqtx, weight = 935280, value = 0.000577, type = INSECTIVORES
1070: It is Bird : name = Efjmj, weight = 852076, value = 0.000577, fly away = TRUE
1071: It is Beast: name = Iqtbl, weight = 879700, value = 0.000577, type = INSECTIVORES
1072: It is Bird : name = Qgyyo, weight = 929832, value = 0.000578, fly away = FALSE
1073: It is Fish : name = Lkgfx, weight = 879586, value = 0.000578, place = SEA
1074: It is Bird : name = Dwgzr, weight = 910684, value = 0.000578, fly away = TRUE
1075: It is Fish : name = Ivaxp, weight = 900213, value = 0.000578, place = RIVER
1076: It is Beast: name = Hrihf, weight = 860345, value = 0.000578, type = INSECTIVORES
1077: It is Beast: name = Mgcby, weight = 861990, value = 0.000578, type = INSECTIVORES
1078: It is Fish : name = Esoqd, weight = 879076, value = 0.000578, place = SEA
1079: It is Bird : name = Utzrl, weight = 943039, value = 0.000578, fly away = FALSE
1080: It is Beast: name = Cybhk, weight = 859849, value = 0.000578, type = HERBIVORES
1081: It is Fish : name = Uegog, weight = 870185, value = 0.000578, place = SEA
1082: It is Beast: name = Zbwni, weight = 902682, value = 0.000578, type = INSECTIVORES
1083: It is Fish : name = Omzyf, weight = 921669, value = 0.000578, place = OCEAN
1084: It is Fish : name = Jebmi, weight = 841732, value = 0.000579, place = LAKE
1085: It is Fish : name = Elanu, weight = 865926, value = 0.000579, place = OCEAN
1086: It is Fish : name = Rqbsc, weight = 876288, value = 0.000579, place = RIVER
1087: It is Fish : name = Hgxnv, weight = 903923, value = 0.000579, place = SEA
1088: It is Beast: name = Dovhh, weight = 872578, value = 0.000579, type = INSECTIVORES
1089: It is Fish : name = Vlbzd, weight = 887986, value = 0.000579, place = OCEAN
1090: It is Bird : name = Qvvkl, weight = 918728, value = 0.000579, fly away = FALSE
1091: It is Fish : name = Ufnzs, weight = 922070, value = 0.000579, place = SEA
1092: It is Fish : name = Vclyf, weight = 890978, value = 0.000579, place = SEA
1093: It is Beast: name = Ackwr, weight = 870245, value = 0.000579, type = HERBIVORES
1094: It is Fish : name = Psomr, weight = 913278, value = 0.000579, place = LAKE
1095: It is Beast: name = Iwxne, weight = 902533, value = 0.000579, type = HERBIVORES
1096: It is Bird : name = Tvryr, weight = 950821, value = 0.000579, fly away = TRUE
1097: It is Beast: name = Zoiqc, weight = 893786, value = 0.000580, type = HERBIVORES
1098: It is Bird : name = Jjvxb, weight = 890054, value = 0.000580, fly away = TRUE
1099: It is Bird : name = Alauj, weight = 850209, value = 0.000580, fly away = TRUE
1100: It is Fish : name = Ijuqk, weight = 889813, value = 0.000580, place = OCEAN
1101: It is Beast: name = Nllrw, weight = 908760, value = 0.000580, type = INSECTIVORES
1102: It is Fish : name = Cvxep, weight = 892961, value = 0.000580, place = SEA
1103: It is Fish : name = Sufbh, weight = 868803, value = 0.000580, place = OCEAN
1104: It is Bird : name = Tundk, weight = 892413, value = 0.000580, fly away = TRUE
1105: It is Bird : name = Udbes, weight = 859616, value = 0.000580, fly away = TRUE
1106: It is Bird : name = Dsomx, weight = 900926, value = 0.000581, fly away = TRUE
1107: It is Beast: name = Uruhm, weight = 911181, value = 0.000581, type = INSECTIVORES
1108: It is Beast: name = Dnuwl, weight = 899095, value = 0.000581, type = INSECTIVORES
1109: It is Beast: name = Fsoil, weight = 876694, value = 0.000581, type = HERBIVORES
1110: It is Fish : name = Wikfn, weight = 880079, value = 0.000581, place = SEA
1111: It is Bird : name = Hnevu, weight = 891931, value = 0.000581, fly away = TRUE
1112: It is Bird : name = Crasu, weight = 878155, value = 0.000581, fly away = TRUE
1113: It is Beast: name = Inwmx, weight = 914249, value = 0.000581, type = PREDATOR
1114: It is Beast: name = Rnqax, weight = 898462, value = 0.000581, type = PREDATOR
1115: It is Bird : name = Usbrq, weight = 903291, value = 0.000581, fly away = FALSE
1116: It is Fish : name = Nnvlf, weight = 887601, value = 0.000581, place = RIVER
1117: It is Fish : name = Yzysy, weight = 976993, value = 0.000581, place = OCEAN
1118: It is Bird : name = Ugyid, weight = 884051, value = 0.000581, fly away = TRUE
1119: It is Fish : name = Wgmra, weight = 877051, value = 0.000581, place = LAKE
1120: It is Beast: name = Itchy, weight = 882046, value = 0.000582, type = PREDATOR
1121: It is Bird : name = Tktjw, weight = 914654, value = 0.000582, fly away = TRUE
1122: It is Beast: name = Xxmlc, weight = 900595, value = 0.000582, type = HERBIVORES
1123: It is Beast: name = Rdlsj, weight = 878074, value = 0.000582, type = INSECTIVORES
1124: It is Beast: name = Vfile, weight = 862490, value = 0.000582, type = INSECTIVORES
1125: It is Fish : name = Uxvao, weight = 912293, value = 0.000582, place = RIVER
1126: It is Fish : name = Oqsih, weight = 886323, value = 0.000582, place = OCEAN
1127: It is Bird : name = Ybonn, weight = 889672, value = 0.000582, fly away = TRUE
1128: It is Beast: name = Soswe, weight = 908454, value = 0.000582, type = PREDATOR
1129: It is Fish : name = Xozos, weight = 939317, value = 0.000582, place = RIVER
1130: It is Beast: name = Qbaol, weight = 850011, value = 0.000582, type = INSECTIVORES
1131: It is Bird : name = Kypry, weight = 932091, value = 0.000583, fly away = FALSE
1132: It is Beast: name = Ibuyn, weight = 890785, value = 0.000583, type = HERBIVORES
1133: It is Beast: name = Gqoxn, weight = 900976, value = 0.000583, type = HERBIVORES
1134: It is Bird : name = Luxzw, weight = 950743, value = 0.000583, fly away = FALSE
1135: It is Bird : name = Zwgkl, weight = 904312, value = 0.000583, fly away = TRUE
1136: It is Bird : name = Dnmta, weight = 857949, value = 0.000583, fly away = FALSE
1137: It is Fish : name = Oyyjj, weight = 914445, value = 0.000583, place = LAKE
1138: It is Bird : name = Qhwkk, weight = 888636, value = 0.000583, fly away = FALSE
1139: It is Bird : name = Wvohc, weight = 889652, value = 0.000583, fly away = TRUE
1140: It is Bird : name = Uxpux, weight = 949583, value = 0.000583, fly away = TRUE
1141: It is Beast: name = Zglmb, weight = 870633, value = 0.000583, type = INSECTIVORES
1142: It is Bird : name = Dqtaf, weight = 849731, value = 0.000584, fly away = TRUE
1143: It is Bird : name = Ruzeb, weight = 890779, value = 0.000584, fly away = FALSE
1144: It is Bird : name = Fbvkf, weight = 847861, value = 0.000584, fly away = TRUE
1145: It is Beast: name = Qyyuc, weight = 923132, value = 0.000584, type = INSECTIVORES
1146: It is Beast: name = Vjeml, weight = 873374, value = 0.000584, type = HERBIVORES
1147: It is Fish : name = Yhezx, weight = 917733, value = 0.000584, place = SEA
1148: It is Bird : name = Ieppp, weight = 873166, value = 0.000584, fly away = FALSE
1149: It is Bird : name = Tfmbn, weight = 861166, value = 0.000584, fly away = TRUE
1150: It is Beast: name = Zadkx, weight = 879792, value = 0.000584, type = HERBIVORES
1151: It is Bird : name = Kbtbt, weight = 860881, value = 0.000584, fly away = FALSE
1152: It is Beast: name = Gigng, weight = 842006, value = 0.000584, type = HERBIVORES
1153: It is Beast: name = Astzz, weight = 924035, value = 0.000584, type = INSECTIVORES
1154: It is Beast: name = Irbnd, weight = 847017, value = 0.000584, type = INSECTIVORES
1155: It is Fish : name = Zbtaj, weight = 867427, value = 0.000584, place = SEA
1156: It is Fish : name = Yrsrp, weight = 930681, value = 0.000585, place = RIVER
1157: It is Bird : name = Qjmti, weight = 884477, value = 0.000585, fly away = FALSE
1158: It is Fish : name = Hidwy, weight = 884364, value = 0.000585, place = OCEAN
1159: It is Beast: name = Zihdr, weight = 877387, value = 0.000585, type = INSECTIVORES
1160: It is Bird : name = Fudhb, weight = 836269, value = 0.000585, fly away = FALSE
1161: It is Fish : name = Yokop, weight = 906384, value = 0.000585, place = LAKE
1162: It is Bird : name = Knirz, weight = 899429, value = 0.000585, fly away = TRUE
1163: It is Fish : name = Epfyj, weight = 872049, value = 0.000585, place = SEA
1164: It is Beast: name = Rkvul, weight = 909384, value = 0.000585, type = PREDATOR
1165: It is Fish : name = Yzzmu, weight = 955368, value = 0.000585, place = SEA
1166: It is Fish : name = Xxtsc, weight = 919448, value = 0.000585, place = SEA
1167: It is Fish : name = Askwz, weight = 902310, value = 0.000585, place = SEA
1168: It is Bird : name = Nqwni, weight = 896741, value = 0.000585, fly away = FALSE
1169: It is Beast: name = Yrugq, weight = 915286, value = 0.000586, type = HERBIVORES
1170: It is Beast: name = Hrqws, weight = 910087, value = 0.000586, type = INSECTIVORES
1171: It is Fish : name = Xkxcw, weight = 909960, value = 0.000586, place = RIVER
1172: It is Bird : name = Pbleb, weight = 828012, value = 0.000586, fly away = TRUE
1173: It is Beast: name = Lpyla, weight = 877476, value = 0.000586, type = HERBIVORES
1174: It is Beast: name = Ldzkb, weight = 858621, value = 0.000586, type = PREDATOR
1175: It is Beast: name = Bvokb, weight = 853469, value = 0.000586, type = PREDATOR
1176: It is Fish : name = Oeqzh, weight = 885879, value = 0.000586, place = SEA
1177: It is Bird : name = Cmmdz, weight = 865068, value = 0.000586, fly away = TRUE
1178: It is Fish : name = Occly, weight = 863264, value = 0.000586, place = OCEAN
1179: It is Bird : name = Lpnfh, weight = 859785, value = 0.000586, fly away = FALSE
1180: It is Beast: name = Kgeux, weight = 880058, value = 0.000586, type = HERBIVORES
1181: It is Bird : name = Vpmfc, weight = 866385, value = 0.000586, fly away = FALSE
1182: It is Beast: name = Zichl, weight = 862957, value = 0.000586, type = INSECTIVORES
1183: It is Fish : name = Gtvzo, weight = 917266, value = 0.000587, place = LAKE
1184: It is Fish : name = Dgwbz, weight = 869442, value = 0.000587, place = SEA
1185: It is Bird : name = Fwhze, weight = 879617, value = 0.000587, fly away = FALSE
1186: It is Fish : name = Vzqvx, weight = 952810, value = 0.000587, place = OCEAN
1187: It is Beast: name = Tyvpt, weight = 939171, value = 0.000587, type = HERBIVORES
1188: It is Fish : name = Mkdum, weight = 869160, value = 0.000587, place = OCEAN
1189: It is Fish : name = Zfceu, weight = 867453, value = 0.000587, place = RIVER
1190: It is Bird : name = Usppi, weight = 901318, value = 0.000587, fly away = TRUE
1191: It is Bird : name = Zeejw, weight = 880868, value = 0.000587, fly away = FALSE
1192: It is Bird : name = Xguhq, weight = 894457, value = 0.000587, fly away = FALSE
1193: It is Fish : name = Hyuzo, weight = 925089, value = 0.000587, place = LAKE
1194: It is Fish : name = Ukfbp, weight = 858517, value = 0.000587, place = LAKE
1195: It is Beast: name = Bxrpr, weight = 895964, value = 0.000587, type = HERBIVORES
1196: It is Bird : name = Dvnvg, weight = 880554, value = 0.000587, fly away = TRUE
1197: It is Bird : name = Jgztp, weight = 897525, value = 0.000587, fly away = FALSE
1198: It is Bird : name = Ypsfk, weight = 894024, value = 0.000587, fly away = FALSE
1199: It is Beast: name = Hdtfz, weight = 871839, value = 0.000587, type = INSECTIVORES
1200: It is Fish : name = Mkvga, weight = 854718, value = 0.000587, place = RIVER
1201: It is Fish : name = Vlyei, weight = 886771, value = 0.000588, place = RIVER
1202: It is Beast: name = Pjsyr, weight = 912287, value = 0.000588, type = PREDATOR
1203: It is Fish : name = Enydb, weight = 847609, value = 0.000588, place = OCEAN
1204: It is Beast: name = Uhrwl, weight = 901737, value = 0.000588, type = HERBIVORES
1205: It is Fish : name = Fwgbg, weight = 838760, value = 0.000588, place = RIVER
1206: It is Fish : name = Xbvnx, weight = 908500, value = 0.000588, place = RIVER
1207: It is Bird : name = Pkais, weight = 857438, value = 0.000588, fly away = FALSE
1208: It is Fish : name = Isjzx, weight = 911828, value = 0.000588, place = RIVER
1209: It is Fish : name = Hfrhk, weight = 848628, value = 0.000588, place = LAKE
1210: It is Beast: name = Tkupi, weight = 892650, value = 0.000588, type = HERBIVORES
1211: It is Fish : name = Elsfb, weight = 836460, value = 0.000588, place = RIVER
1212: It is Beast: name = Pjmmg, weight = 861909, value = 0.000588, type = HERBIVORES
1213: It is Bird : name = Saweg, weight = 854943, value = 0.000588, fly away = TRUE
1214: It is Beast: name = Vepts, weight = 900650, value = 0.000588, type = INSECTIVORES
1215: It is Beast: name = Zmaqm, weight = 880165, value = 0.000589, type = HERBIVORES
1216: It is Beast: name = Lcoqe, weight = 849437, value = 0.000589, type = PREDATOR
1217: It is Fish : name = Vsavw, weight = 908868, value = 0.000589, place = SEA
1218: It is Fish : name = Yftrp, weight = 905456, value = 0.000589, place = LAKE
1219: It is Bird : name = Fbrpu, weight = 867908, value = 0.000589, fly away = FALSE
1220: It is Beast: name = Neqiz, weight = 881495, value = 0.000589, type = INSECTIVORES
1221: It is Bird : name = Bwiua, weight = 856009, value = 0.000589, fly away = TRUE
1222: It is Fish : name = Hadfv, weight = 830476, value = 0.000589, place = SEA
1223: It is Bird : name = Gjpyw, weight = 898160, value = 0.000589, fly away = FALSE
1224: It is Fish : name = Ifcpv, weight = 855618, value = 0.000589, place = OCEAN
1225: It is Fish : name = Iwqzw, weight = 926902, value = 0.000589, place = OCEAN
1226: It is Beast: name = Vdnlc, weight = 853819, value = 0.000589, type = INSECTIVORES
1227: It is Fish : name = Jousp, weight = 897890, value = 0.000589, place = RIVER
1228: It is Fish : name = Qmstg, weight = 888961, value = 0.000589, place = SEA
1229: It is Bird : name = Dssrv, weight = 898825, value = 0.000590, fly away = TRUE
1230: It is Beast: name = Aanzo, weight = 856378, value = 0.000590, type = HERBIVORES
1231: It is Beast: name = Dnibc, weight = 813924, value = 0.000590, type = HERBIVORES
1232: It is Beast: name = Oaacf, weight = 803745, value = 0.000590, type = INSECTIVORES
1233: It is Bird : name = Wvbnm, weight = 884921, value = 0.000590, fly away = TRUE
1234: It is Fish : name = Cbhcz, weight = 830593, value = 0.000590, place = RIVER
1235: It is Beast: name = Xaufj, weight = 864416, value = 0.000590, type = INSECTIVORES
1236: It is Bird : name = Fihzy, weight = 884737, value = 0.000590, fly away = TRUE
1237: It is Beast: name = Dfljp, weight = 840559, value = 0.000590, type = PREDATOR
1238: It is Beast: name = Kosxf, weight = 886270, value = 0.000590, type = PREDATOR
1239: It is Beast: name = Mxkqy, weight = 911287, value = 0.000590, type = INSECTIVORES
1240: It is Fish : name = Hkktc, weight = 848574, value = 0.000590, place = SEA
1241: It is Bird : name = Jgcsx, weight = 865445, value = 0.000590, fly away = FALSE
1242: It is Beast: name = Qijcc, weight = 829857, value = 0.000590, type = INSECTIVORES
1243: It is Fish : name = Oypnj, weight = 894129, value = 0.000591, place = LAKE
1244: It is Fish : name = Dklbi, weight = 822994, value = 0.000591, place = RIVER
1245: It is Bird : name = Iuokh, weight = 866790, value = 0.000591, fly away = TRUE
1246: It is Bird : name = Qxxja, weight = 886717, value = 0.000591, fly away = FALSE
1247: It is Beast: name = Yceqe, weight = 851081, value = 0.000591, type = INSECTIVORES
1248: It is Bird : name = Iwuqk, weight = 895023, value = 0.000591, fly away = FALSE
1249: It is Bird : name = Gkout, weight = 883060, value = 0.000591, fly away = FALSE
1250: It is Bird : name = Vpyoy, weight = 932018, value = 0.000591, fly away = FALSE
1251: It is Bird : name = Hnkdu, weight = 855748, value = 0.000591, fly away = FALSE
1252: It is Beast: name = Zjobd, weight = 854002, value = 0.000591, type = HERBIVORES
1253: It is Beast: name = Hpzdx, weight = 889509, value = 0.000591, type = INSECTIVORES
1254: It is Bird : name = Kxaxl, weight = 879256, value = 0.000591, fly away = FALSE
1255: It is Beast: name = Uzjzc, weight = 902916, value = 0.000591, type = PREDATOR
1256: It is Fish : name = Shwxp, weight = 909588, value = 0.000591, place = LAKE
1257: It is Beast: name = Heteu, weight = 857032, value = 0.000592, type = PREDATOR
