Filled container:
Container contains 10000 elements.
1: It is Fish : name = Imahd, weight = 999107, value = 0.000483432, place = OCEAN
1990: It is Beast : name = Mqfuj, weight = 798282, value = 0.000645135, type = HERBIVORES
1991: It is Fish : name = Hokyo, weight = 808830, value = 0.000645377, place = OCEAN
1992: It is Beast : name = Kxata, weight = 782187, value = 0.000645626, type = PREDATOR
1993: It is Fish : name = Ncxxr, weight = 822285, value = 0.000645762, place = RIVER
1994: It is Fish : name = Muxbd, weight = 792861, value = 0.000645763, place = OCEAN
1995: It is Fish : name = Zuowe, weight = 833083, value = 0.000645794, place = SEA
1996: It is Bird : name = Jkwea, weight = 770754, value = 0.000646121, fly away = FALSE
1997: It is Bird : name = Fuutc, weight = 803236, value = 0.000646136, fly away = TRUE
1998: It is Fish : name = Nqygf, weight = 799963, value = 0.00064628, place = OCEAN
1999: It is Fish : name = Cqska, weight = 771992, value = 0.00064638, place = OCEAN
2000: It is Beast : name = Jhklt, weight = 787430, value = 0.000646407, type = PREDATOR
2001: It is Bird : name = Ewtmo, weight = 810581, value = 0.00064645, fly away = TRUE
2002: It is Bird : name = Xgzci, weight = 799723, value = 0.000646474, fly away = FALSE
2003: It is Fish : name = Afbkg, weight = 734725, value = 0.0006465, place = OCEAN
2004: It is Fish : name = Xftwc, weight = 810445, value = 0.000646558, place = LAKE
2005: It is Beast : name = Mihih, weight = 765339, value = 0.000646772, type = HERBIVORES
2006: It is Beast : name = Hfdth, weight = 763754, value = 0.000646805, type = PREDATOR
2007: It is Bird : name = Jencf, weight = 751363, value = 0.000646825, fly away = FALSE
2008: It is Bird : name = Ocowa, weight = 780564, value = 0.000646968, fly away = TRUE
2009: It is Beast : name = Fuqpa, weight = 786725, value = 0.000646986, type = HERBIVORES
2010: It is Bird : name = Gyipe, weight = 788206, value = 0.000647039, fly away = FALSE
2011: It is Fish : name = Jtjie, weight = 775817, value = 0.00064706, place = RIVER
2012: It is Beast : name = Jkoil, weight = 780428, value = 0.000647081, type = INSECTIVORES
2013: It is Beast : name = Knvuc, weight = 801913, value = 0.000647202, type = INSECTIVORES
2014: It is Fish : name = Vivty, weight = 843528, value = 0.000647281, place = OCEAN
2015: It is Beast : name = Yhaes, weight = 781568, value = 0.000647416, type = PREDATOR
2016: It is Beast : name = Qazlm, weight = 798517, value = 0.00064745, type = PREDATOR
2017: It is Bird : name = Ybayr, weight = 801463, value = 0.000647566, fly away = TRUE
2018: It is Fish : name = Yolgt, weight = 813761, value = 0.00064761, place = RIVER
2019: It is Beast : name = Rzlkc, weight = 799715, value = 0.000647731, type = PREDATOR
2020: It is Bird : name = Zmiap, weight = 791716, value = 0.00064796, fly away = FALSE
2021: It is Beast : name = Nnpav, weight = 794693, value = 0.000648049, type = INSECTIVORES
2022: It is Beast : name = Wazwp, weight = 828449, value = 0.000648199, type = PREDATOR
2023: It is Beast : name = Dutkd, weight = 783503, value = 0.00064837, type = INSECTIVORES
2024: It is Fish : name = Bepln, weight = 766489, value = 0.000648411, place = RIVER
2025: It is Bird : name = Ghdgn, weight = 752559, value = 0.000648454, fly away = TRUE
2026: It is Fish : name = Cxxuf, weight = 811151, value = 0.000648461, place = LAKE
2027: It is Bird : name = Uvhyh, weight = 820402, value = 0.000648463, fly away = TRUE
2028: It is Bird : name = Dxbrq, weight = 791100, value = 0.000648464, fly away = FALSE
2029: It is Beast : name = Cusii, weight = 784805, value = 0.000648569, type = HERBIVORES
2030: It is Fish : name = Mvybi, weight = 800153, value = 0.000648626, place = OCEAN
2031: It is Bird : name = Cvodm, weight = 778423, value = 0.000648748, fly away = FALSE
2032: It is Bird : name = Sffto, weight = 792272, value = 0.000648767, fly away = TRUE
2033: It is Fish : name = Zgrmt, weight = 819962, value = 0.000648811, place = OCEAN
2034: It is Bird : name = Mycck, weight = 775206, value = 0.00064886, fly away = FALSE
2035: It is Bird : name = Eivra, weight = 775179, value = 0.000648882, fly away = TRUE
2036: It is Beast : name = Wgijx, weight = 802886, value = 0.000648909, type = HERBIVORES
2037: It is Beast : name = Sypsy, weight = 850616, value = 0.000648941, type = PREDATOR
2038: It is Bird : name = Mcmsd, weight = 770323, value = 0.000649078, fly away = FALSE
2039: It is Bird : name = Gibws, weight = 782470, value = 0.000649226, fly away = TRUE
2040: It is Beast : name = Tfqbn, weight = 780782, value = 0.000649349, type = INSECTIVORES
2041: It is Beast : name = Jymwq, weight = 825428, value = 0.00064936, type = PREDATOR
2042: It is Bird : name = Xychr, weight = 810024, value = 0.000649363, fly away = TRUE
2043: It is Beast : name = Rucct, weight = 789884, value = 0.000649462, type = HERBIVORES
2044: It is Bird : name = Dkjvx, weight = 799112, value = 0.000649471, fly away = TRUE
2045: It is Fish : name = Jiznl, weight = 798992, value = 0.000649568, place = RIVER
2046: It is Bird : name = Ekxki, weight = 781945, value = 0.000649662, fly away = TRUE
2047: It is Bird : name = Zmzqw, weight = 851116, value = 0.000649735, fly away = TRUE
2048: It is Bird : name = Wltjv, weight = 823226, value = 0.000649882, fly away = TRUE
2049: It is Bird : name = Ldtwu, weight = 812436, value = 0.000649897, fly away = FALSE
2050: It is Fish : name = Furqz, weight = 824721, value = 0.000649917, place = SEA
2051: It is Fish : name = Jcbvq, weight = 772301, value = 0.000650006, place = RIVER
2052: It is Beast : name = Hotvj, weight = 804444, value = 0.000650138, type = HERBIVORES
2053: It is Beast : name = Ipcvt, weight = 796749, value = 0.000650142, type = INSECTIVORES
2054: It is Bird : name = Uenrb, weight = 781072, value = 0.000650388, fly away = FALSE
2055: It is Bird : name = Sqnfi, weight = 788315, value = 0.000650755, fly away = TRUE
2056: It is Bird : name = Aphzj, weight = 782143, value = 0.000650776, fly away = TRUE
2057: It is Beast : name = Klgog, weight = 768271, value = 0.000650812, type = PREDATOR
2058: It is Bird : name = Pshuf, weight = 795908, value = 0.000650829, fly away = TRUE
2059: It is Bird : name = Dfdgi, weight = 734257, value = 0.000650998, fly away = TRUE
2060: It is Fish : name = Vftnm, weight = 803017, value = 0.000651294, place = SEA
2061: It is Beast : name = Jsaqv, weight = 793721, value = 0.000651362, type = HERBIVORES
2062: It is Fish : name = Marrf, weight = 773731, value = 0.000651389, place = LAKE
2063: It is Bird : name = Vzvfs, weight = 833509, value = 0.000651463, fly away = FALSE
2064: It is Beast : name = Txyos, weight = 845684, value = 0.000651544, type = HERBIVORES
2065: It is Beast : name = Wtdnk, weight = 797970, value = 0.000651654, type = INSECTIVORES
2066: It is Bird : name = Trifc, weight = 773232, value = 0.00065181, fly away = TRUE
2067: It is Beast : name = Vgyko, weight = 810048, value = 0.000651813, type = PREDATOR
2068: It is Bird : name = Obdox, weight = 779140, value = 0.000652001, fly away = TRUE
2069: It is Bird : name = Duwut, weight = 823545, value = 0.000652059, fly away = FALSE
2070: It is Fish : name = Tdgcv, weight = 772921, value = 0.000652072, place = OCEAN
2071: It is Fish : name = Hjfwq, weight = 785172, value = 0.000652086, place = OCEAN
2072: It is Bird : name = Dtnby, weight = 786654, value = 0.000652129, fly away = FALSE
2073: It is Beast : name = Gnqll, weight = 782031, value = 0.000652148, type = PREDATOR
2074: It is Fish : name = Xfpoa, weight = 781656, value = 0.000652461, place = LAKE
2075: It is Beast : name = Xsmif, weight = 795379, value = 0.000652519, type = PREDATOR
2076: It is Fish : name = Rdsjd, weight = 770848, value = 0.000652528, place = SEA
2077: It is Fish : name = Thpmw, weight = 808998, value = 0.000652659, place = LAKE
2078: It is Beast : name = Pywps, weight = 838085, value = 0.000652678, type = PREDATOR
2079: It is Beast : name = Ttwoy, weight = 844126, value = 0.000652746, type = HERBIVORES
2080: It is Beast : name = Qdfkn, weight = 765971, value = 0.000652766, type = INSECTIVORES
2081: It is Beast : name = Bpbgl, weight = 745871, value = 0.000652928, type = INSECTIVORES
2082: It is Beast : name = Lpvab, weight = 767098, value = 0.000653111, type = PREDATOR
2083: It is Bird : name = Zdvau, weight = 799243, value = 0.000653118, fly away = FALSE
2084: It is Fish : name = Myurx, weight = 840553, value = 0.000653141, place = RIVER
2085: It is Bird : name = Mgqcr, weight = 774512, value = 0.000653315, fly away = FALSE
2086: It is Fish : name = Trzdh, weight = 802028, value = 0.000653344, place = SEA
2087: It is Beast : name = Ulkaz, weight = 794311, value = 0.000653396, type = INSECTIVORES
2088: It is Beast : name = Xecfh, weight = 755958, value = 0.000653475, type = PREDATOR
2089: It is Fish : name = Mmkjh, weight = 769730, value = 0.000653476, place = RIVER
2090: It is Beast : name = Hpvyq, weight = 820215, value = 0.000653487, type = HERBIVORES
2091: It is Beast : name = Rkvzl, weight = 821731, value = 0.000653499, type = PREDATOR
2092: It is Beast : name = Fcsbi, weight = 745141, value = 0.000653568, type = INSECTIVORES
2093: It is Bird : name = Ticra, weight = 763339, value = 0.000653707, fly away = FALSE
2094: It is Bird : name = Uzgcm, weight = 792370, value = 0.000653735, fly away = TRUE
2095: It is Bird : name = Ebvue, weight = 769413, value = 0.000653745, fly away = TRUE
2096: It is Bird : name = Vtwmi, weight = 818256, value = 0.00065383, fly away = TRUE
2097: It is Beast : name = Vmmox, weight = 818207, value = 0.000653869, type = INSECTIVORES
2098: It is Fish : name = Jzqto, weight = 819329, value = 0.000654194, place = OCEAN
2099: It is Fish : name = Dsofs, weight = 781041, value = 0.000654255, place = SEA
2100: It is Bird : name = Wyitn, weight = 823734, value = 0.000654337, fly away = FALSE
2101: It is Beast : name = Rcbby, weight = 760924, value = 0.000654467, type = INSECTIVORES
2102: It is Beast : name = Rtpgf, weight = 786779, value = 0.000654568, type = HERBIVORES
2103: It is Bird : name = Olgkt, weight = 783686, value = 0.000654599, fly away = FALSE
2104: It is Bird : name = Rfnwo, weight = 800490, value = 0.000654599, fly away = TRUE
2105: It is Bird : name = Nuebr, weight = 776016, value = 0.000654626, fly away = TRUE
2106: It is Bird : name = Yntgb, weight = 788159, value = 0.00065469, fly away = TRUE
2107: It is Bird : name = Buuzs, weight = 820170, value = 0.000654742, fly away = TRUE
2108: It is Fish : name = Evagz, weight = 777332, value = 0.000654804, place = LAKE
2109: It is Bird : name = Rlwrj, weight = 807792, value = 0.000654872, fly away = TRUE
2110: It is Bird : name = Tiual, weight = 780195, value = 0.000654964, fly away = TRUE
2111: It is Beast : name = Plypv, weight = 822824, value = 0.000655061, type = PREDATOR
2112: It is Fish : name = Kypyh, weight = 813622, value = 0.000655095, place = OCEAN
2113: It is Bird : name = Fmqhn, weight = 772215, value = 0.000655258, fly away = FALSE
2114: It is Beast : name = Szaiu, weight = 799670, value = 0.00065527, type = HERBIVORES
2115: It is Fish : name = Lgwkx, weight = 801168, value = 0.000655293, place = OCEAN
2116: It is Bird : name = Cnkug, weight = 769119, value = 0.000655295, fly away = FALSE
2117: It is Fish : name = Exsaf, weight = 767427, value = 0.000655437, place = OCEAN
2118: It is Beast : name = Ugmpf, weight = 779547, value = 0.000655509, type = HERBIVORES
2119: It is Bird : name = Wktll, weight = 802416, value = 0.00065552, fly away = FALSE
2120: It is Fish : name = Ugssq, weight = 809954, value = 0.000655593, place = SEA
2121: It is Bird : name = Betue, weight = 764109, value = 0.000655666, fly away = FALSE
2122: It is Beast : name = Sscyp, weight = 808281, value = 0.000655713, type = PREDATOR
2123: It is Fish : name = Pqaim, weight = 768592, value = 0.000655745, place = LAKE
2124: It is Bird : name = Wvpkg, weight = 803632, value = 0.000655773, fly away = FALSE
2125: It is Bird : name = Cuzhd, weight = 777677, value = 0.000655799, fly away = TRUE
2126: It is Bird : name = Xvjbz, weight = 811145, value = 0.000655863, fly away = TRUE
2127: It is Fish : name = Xpkox, weight = 820145, value = 0.000655982, place = LAKE
2128: It is Bird : name = Wewns, weight = 810827, value = 0.00065612, fly away = TRUE
2129: It is Fish : name = Aqvfg, weight = 763454, value = 0.000656228, place = RIVER
2130: It is Fish : name = Nkhrf, weight = 769309, value = 0.000656433, place = LAKE
2131: It is Fish : name = Guioy, weight = 799645, value = 0.000656541, place = SEA
2132: It is Fish : name = Vfuux, weight = 825506, value = 0.000656567, place = SEA
2133: It is Fish : name = Gwzwb, weight = 805675, value = 0.000656592, place = LAKE
2134: It is Fish : name = Fkilf, weight = 749276, value = 0.000656634, place = SEA
2135: It is Fish : name = Wylvt, weight = 837181, value = 0.000656967, place = LAKE
2136: It is Fish : name = Uhopz, weight = 812758, value = 0.000657022, place = OCEAN
2137: It is Fish : name = Sljxr, weight = 808143, value = 0.000657062, place = SEA
2138: It is Fish : name = Fiwbq, weight = 768506, value = 0.000657119, place = OCEAN
2139: It is Beast : name = Aewol, weight = 766915, value = 0.000657178, type = HERBIVORES
2140: It is Bird : name = Hvris, weight = 797180, value = 0.000657317, fly away = TRUE
2141: It is Beast : name = Ostsq, weight = 818306, value = 0.000657456, type = HERBIVORES
2142: It is Fish : name = Hhpte, weight = 768036, value = 0.000657521, place = SEA
2143: It is Beast : name = Lqrzs, weight = 821211, value = 0.000657565, type = HERBIVORES
2144: It is Beast : name = Zkxys, weight = 840956, value = 0.000657585, type = INSECTIVORES
2145: It is Bird : name = Rkcjm, weight = 764915, value = 0.000657589, fly away = FALSE
2146: It is Bird : name = Wnuuf, weight = 810310, value = 0.000657773, fly away = TRUE
2147: It is Bird : name = Giqtx, weight = 798099, value = 0.000657813, fly away = FALSE
2148: It is Fish : name = Pvefc, weight = 759723, value = 0.000658135, place = LAKE
2149: It is Beast : name = Mpnnk, weight = 784004, value = 0.00065816, type = PREDATOR
2150: It is Fish : name = Vganl, weight = 765753, value = 0.000658176, place = RIVER
2151: It is Bird : name = Lznjs, weight = 803680, value = 0.000658222, fly away = TRUE
2152: It is Beast : name = Lgwrt, weight = 801878, value = 0.000658454, type = HERBIVORES
2153: It is Bird : name = Smvpr, weight = 813860, value = 0.00065859, fly away = FALSE
2154: It is Fish : name = Kscno, weight = 774294, value = 0.000658665, place = RIVER
2155: It is Fish : name = Jpaon, weight = 765120, value = 0.00065872, place = SEA
2156: It is Fish : name = Afywp, weight = 787785, value = 0.000658809, place = RIVER
2157: It is Bird : name = Nwaov, weight = 793853, value = 0.000658812, fly away = FALSE
2158: It is Bird : name = Sqquz, weight = 831793, value = 0.000658818, fly away = FALSE
2159: It is Bird : name = Eykse, weight = 778573, value = 0.000658898, fly away = FALSE
2160: It is Bird : name = Ujnhs, weight = 788955, value = 0.0006591, fly away = FALSE
2161: It is Bird : name = Azlpu, weight = 794859, value = 0.000659236, fly away = TRUE
2162: It is Bird : name = Sftoi, weight = 784115, value = 0.000659342, fly away = FALSE
2163: It is Bird : name = Pdeca, weight = 723413, value = 0.000659374, fly away = TRUE
2164: It is Beast : name = Pfgkf, weight = 748996, value = 0.00065955, type = INSECTIVORES
2165: It is Beast : name = Qtnff, weight = 774701, value = 0.000659609, type = INSECTIVORES
2166: It is Beast : name = Izugx, weight = 810933, value = 0.000659734, type = HERBIVORES
2167: It is Bird : name = Fxgdy, weight = 779069, value = 0.000659762, fly away = FALSE
2168: It is Beast : name = Rmqed, weight = 765426, value = 0.000659763, type = PREDATOR
2169: It is Bird : name = Rzohx, weight = 816918, value = 0.000659797, fly away = FALSE
2170: It is Beast : name = Ywdlb, weight = 778850, value = 0.000659947, type = PREDATOR
2171: It is Bird : name = Ocpox, weight = 789385, value = 0.000660007, fly away = FALSE
2172: It is Bird : name = Gzvji, weight = 790639, value = 0.000660225, fly away = TRUE
2173: It is Bird : name = Dzzhl, weight = 793665, value = 0.000660228, fly away = TRUE
2174: It is Beast : name = Fsziv, weight = 802701, value = 0.000660271, type = HERBIVORES
2175: It is Fish : name = Uiouy, weight = 816253, value = 0.000660334, place = OCEAN
2176: It is Beast : name = Kexdm, weight = 764584, value = 0.00066049, type = HERBIVORES
2177: It is Beast : name = Jsmoz, weight = 803701, value = 0.000660693, type = PREDATOR
2178: It is Bird : name = Frbcw, weight = 756755, value = 0.000660716, fly away = FALSE
2179: It is Fish : name = Bmspu, weight = 785437, value = 0.000660779, place = OCEAN
2180: It is Bird : name = Wxacu, weight = 786947, value = 0.000660781, fly away = TRUE
2181: It is Beast : name = Dvhfe, weight = 746059, value = 0.000660806, type = PREDATOR
2182: It is Fish : name = Ballb, weight = 721722, value = 0.000660919, place = LAKE
2183: It is Bird : name = Iwrpm, weight = 797365, value = 0.000660927, fly away = TRUE
2184: It is Fish : name = Ynmjy, weight = 809209, value = 0.000661139, place = OCEAN
2185: It is Beast : name = Wzuty, weight = 851129, value = 0.000661474, type = INSECTIVORES
2186: It is Bird : name = Ipeys, weight = 789119, value = 0.000661497, fly away = TRUE
2187: It is Beast : name = Kwafy, weight = 776997, value = 0.000661521, type = HERBIVORES
2188: It is Beast : name = Qdsyr, weight = 802654, value = 0.000661555, type = HERBIVORES
2189: It is Bird : name = Ycnyz, weight = 817624, value = 0.000661673, fly away = TRUE
2190: It is Beast : name = Djgjh, weight = 736005, value = 0.00066168, type = HERBIVORES
2191: It is Beast : name = Uroxl, weight = 812983, value = 0.00066176, type = HERBIVORES
2192: It is Bird : name = Obkkv, weight = 769137, value = 0.000661781, fly away = TRUE
2193: It is Fish : name = Ysgwv, weight = 822018, value = 0.000661786, place = RIVER
2194: It is Bird : name = Nvyju, weight = 815899, value = 0.000661847, fly away = TRUE
2195: It is Beast : name = Sygfm, weight = 782656, value = 0.000661849, type = HERBIVORES
2196: It is Fish : name = Tgtsh, weight = 788461, value = 0.000662049, place = LAKE
2197: It is Beast : name = Bmduq, weight = 762622, value = 0.000662189, type = HERBIVORES
2198: It is Bird : name = Aguij, weight = 748884, value = 0.000662319, fly away = TRUE
2199: It is Fish : name = Kahrx, weight = 769958, value = 0.000662374, place = OCEAN
2200: It is Beast : name = Hdbmj, weight = 732034, value = 0.000662538, type = HERBIVORES
2201: It is Beast : name = Cwsck, weight = 765173, value = 0.000662595, type = PREDATOR
2202: It is Beast : name = Mmaol, weight = 757567, value = 0.000662648, type = PREDATOR
2203: It is Fish : name = Pvzmh, weight = 804284, value = 0.000662701, place = OCEAN
2204: It is Bird : name = Lbcfo, weight = 733266, value = 0.000662788, fly away = FALSE
2205: It is Beast : name = Xacmt, weight = 767966, value = 0.00066279, type = PREDATOR
2206: It is Bird : name = Pfjct, weight = 758710, value = 0.000662967, fly away = TRUE
2207: It is Fish : name = Ezfyr, weight = 796403, value = 0.000662981, place = OCEAN
2208: It is Beast : name = Hkxsq, weight = 794885, value = 0.000662989, type = INSECTIVORES
2209: It is Beast : name = Jiccp, weight = 737361, value = 0.000663176, type = INSECTIVORES
2210: It is Fish : name = Juhao, weight = 758332, value = 0.000663298, place = RIVER
2211: It is Bird : name = Moxcm, weight = 777907, value = 0.000663318, fly away = FALSE
2212: It is Bird : name = Wzejo, weight = 794439, value = 0.000663361, fly away = TRUE
2213: It is Fish : name = Uptoy, weight = 821523, value = 0.000663402, place = SEA
2214: It is Beast : name = Jutsf, weight = 789859, value = 0.00066341, type = HERBIVORES
2215: It is Beast : name = Hurac, weight = 752109, value = 0.000663468, type = INSECTIVORES
2216: It is Fish : name = Pdwlu, weight = 789629, value = 0.000663603, place = LAKE
2217: It is Bird : name = Aumuc, weight = 763823, value = 0.000663766, fly away = FALSE
2218: It is Beast : name = Jyxdi, weight = 783344, value = 0.000663821, type = HERBIVORES
2219: It is Bird : name = Szqsc, weight = 801392, value = 0.000663845, fly away = FALSE
2220: It is Bird : name = Zvmfz, weight = 814892, value = 0.000663892, fly away = TRUE
2221: It is Beast : name = Neixc, weight = 757511, value = 0.000664017, type = PREDATOR
2222: It is Bird : name = Sqgtu, weight = 801157, value = 0.00066404, fly away = TRUE
2223: It is Fish : name = Nnauc, weight = 754345, value = 0.000664152, place = LAKE
2224: It is Beast : name = Etcup, weight = 772299, value = 0.000664251, type = HERBIVORES
2225: It is Bird : name = Zsmic, weight = 779822, value = 0.000664254, fly away = FALSE
2226: It is Fish : name = Dvifh, weight = 748055, value = 0.00066439, place = LAKE
2227: It is Beast : name = Ocrrn, weight = 776594, value = 0.00066444, type = HERBIVORES
2228: It is Beast : name = Tffjv, weight = 770572, value = 0.000664441, type = PREDATOR
2229: It is Fish : name = Fznlp, weight = 785368, value = 0.000664657, place = RIVER
2230: It is Fish : name = Ekdjp, weight = 743109, value = 0.000664775, place = RIVER
2231: It is Fish : name = Gmolq, weight = 770161, value = 0.000664796, place = OCEAN
2232: It is Fish : name = Kbvhb, weight = 741557, value = 0.000664817, place = RIVER
2233: It is Fish : name = Xncet, weight = 773134, value = 0.000664827, place = LAKE
2234: It is Beast : name = Wuefw, weight = 791172, value = 0.000664836, type = HERBIVORES
2235: It is Beast : name = Oudrr, weight = 788149, value = 0.000664849, type = INSECTIVORES
2236: It is Beast : name = Kyohv, weight = 795561, value = 0.00066494, type = HERBIVORES
2237: It is Bird : name = Ugqbp, weight = 768296, value = 0.000665108, fly away = FALSE
2238: It is Beast : name = Iwcva, weight = 760738, value = 0.000665144, type = INSECTIVORES
2239: It is Bird : name = Qzvrh, weight = 810337, value = 0.000665155, fly away = TRUE
2240: It is Bird : name = Ajvxt, weight = 789071, value = 0.000665339, fly away = TRUE
2241: It is Beast : name = Wfoen, weight = 767711, value = 0.000665615, type = PREDATOR
2242: It is Fish : name = Gbnwb, weight = 745104, value = 0.000665679, place = SEA
2243: It is Beast : name = Oafws, weight = 769116, value = 0.000665699, type = INSECTIVORES
2244: It is Beast : name = Uatsp, weight = 788472, value = 0.000665845, type = PREDATOR
2245: It is Fish : name = Ofhzj, weight = 770340, value = 0.00066594, place = LAKE
2246: It is Bird : name = Jjbfo, weight = 737227, value = 0.000666009, fly away = FALSE
2247: It is Fish : name = Jashq, weight = 755224, value = 0.000666028, place = OCEAN
2248: It is Fish : name = Nubtw, weight = 792490, value = 0.000666254, place = OCEAN
2249: It is Fish : name = Pzjhg, weight = 772778, value = 0.000666427, place = OCEAN
2250: It is Fish : name = Lmuxr, weight = 804142, value = 0.000666549, place = RIVER
2251: It is Bird : name = Sdasf, weight = 745624, value = 0.000666556, fly away = TRUE
2252: It is Bird : name = Rwlcz, weight = 795124, value = 0.000666563, fly away = FALSE
2253: It is Beast : name = Qvrcb, weight = 765107, value = 0.000666573, type = PREDATOR
2254: It is Beast : name = Rxuyj, weight = 818928, value = 0.000666725, type = HERBIVORES
2255: It is Fish : name = Kdnyv, weight = 785824, value = 0.000666816, place = LAKE
2256: It is Fish : name = Nsiyw, weight = 806602, value = 0.000666996, place = RIVER
2257: It is Fish : name = Ykifd, weight = 754056, value = 0.000667059, place = RIVER
2258: It is Bird : name = Xczyy, weight = 825993, value = 0.000667076, fly away = FALSE
2259: It is Beast : name = Vxjps, weight = 807815, value = 0.000667232, type = INSECTIVORES
2260: It is Bird : name = Sypks, weight = 806257, value = 0.000667281, fly away = TRUE
2261: It is Beast : name = Fzpgk, weight = 770217, value = 0.000667344, type = PREDATOR
2262: It is Fish : name = Vmooh, weight = 780643, value = 0.000667399, place = OCEAN
2263: It is Bird : name = Czufe, weight = 762650, value = 0.00066741, fly away = FALSE
2264: It is Fish : name = Bqjkz, weight = 770141, value = 0.00066741, place = LAKE
2265: It is Beast : name = Senwq, weight = 788045, value = 0.000667475, type = HERBIVORES
2266: It is Beast : name = Mbvhw, weight = 772893, value = 0.000667622, type = HERBIVORES
2267: It is Beast : name = Xiulp, weight = 793507, value = 0.000667921, type = HERBIVORES
2268: It is Beast : name = Cfleh, weight = 721631, value = 0.000667931, type = PREDATOR
2269: It is Beast : name = Oaljn, weight = 748422, value = 0.000668072, type = HERBIVORES
2270: It is Fish : name = Krxmw, weight = 803749, value = 0.000668119, place = RIVER
2271: It is Fish : name = Yedfz, weight = 769188, value = 0.000668237, place = RIVER
2272: It is Fish : name = Rowlg, weight = 782478, value = 0.000668389, place = RIVER
2273: It is Bird : name = Sfpbl, weight = 752466, value = 0.000668469, fly away = FALSE
2274: It is Fish : name = Vgkuo, weight = 783819, value = 0.000668522, place = LAKE
2275: It is Fish : name = Tyuta, weight = 800266, value = 0.000668528, place = LAKE
2276: It is Bird : name = Tvqwt, weight = 822593, value = 0.000668617, fly away = FALSE
2277: It is Fish : name = Hycqi, weight = 762762, value = 0.000668623, place = RIVER
2278: It is Beast : name = Twxkq, weight = 812045, value = 0.000668682, type = INSECTIVORES
2279: It is Bird : name = Jzebf, weight = 743208, value = 0.000668723, fly away = TRUE
2280: It is Bird : name = Iqfot, weight = 770067, value = 0.000668773, fly away = FALSE
2281: It is Beast : name = Oiisz, weight = 786285, value = 0.000668969, type = HERBIVORES
2282: It is Beast : name = Aeerj, weight = 727954, value = 0.000668998, type = PREDATOR
2283: It is Beast : name = Hugil, weight = 754857, value = 0.000669001, type = HERBIVORES
2284: It is Beast : name = Jegrn, weight = 750345, value = 0.000669026, type = HERBIVORES
2285: It is Bird : name = Hrdkk, weight = 747317, value = 0.00066906, fly away = TRUE
2286: It is Bird : name = Gbuhj, weight = 741307, value = 0.000669089, fly away = FALSE
2287: It is Beast : name = Ltwsr, weight = 806987, value = 0.000669156, type = HERBIVORES
2288: It is Beast : name = Sushk, weight = 786013, value = 0.0006692, type = PREDATOR
2289: It is Beast : name = Caita, weight = 720187, value = 0.000669271, type = PREDATOR
2290: It is Fish : name = Tnzxl, weight = 812716, value = 0.000669361, place = OCEAN
2291: It is Bird : name = Knkru, weight = 781281, value = 0.000669413, fly away = FALSE
2292: It is Beast : name = Zfmqq, weight = 787170, value = 0.000669487, type = PREDATOR
2293: It is Beast : name = Bfdzf, weight = 734851, value = 0.000669523, type = HERBIVORES
2294: It is Bird : name = Jpnjf, weight = 752582, value = 0.000669694, fly away = FALSE
2295: It is Fish : name = Dxztj, weight = 794240, value = 0.000669823, place = LAKE
2296: It is Beast : name = Jjowg, weight = 765771, value = 0.000669913, type = INSECTIVORES
2297: It is Bird : name = Gukip, weight = 764271, value = 0.000669919, fly away = FALSE
2298: It is Beast : name = Xjpmz, weight = 801436, value = 0.000670047, type = PREDATOR
2299: It is Bird : name = Xumeq, weight = 787491, value = 0.000670484, fly away = TRUE
2300: It is Fish : name = Ttwaf, weight = 772476, value = 0.000670571, place = OCEAN
2301: It is Bird : name = Idavx, weight = 757547, value = 0.000670585, fly away = FALSE
2302: It is Beast : name = Kmcit, weight = 751577, value = 0.00067059, type = HERBIVORES
2303: It is Fish : name = Muzib, weight = 773878, value = 0.000670648, place = LAKE
2304: It is Beast : name = Wdyya, weight = 784112, value = 0.000670823, type = PREDATOR
2305: It is Bird : name = Xljik, weight = 766074, value = 0.000670953, fly away = TRUE
2306: It is Bird : name = Bqxcs, weight = 764513, value = 0.000671015, fly away = FALSE
2307: It is Bird : name = Xzehu, weight = 792772, value = 0.000671063, fly away = TRUE
2308: It is Bird : name = Wvzvm, weight = 825241, value = 0.000671319, fly away = FALSE
2309: It is Beast : name = Ityfu, weight = 787964, value = 0.00067135, type = INSECTIVORES
2310: It is Beast : name = Jkqdb, weight = 732772, value = 0.000671423, type = INSECTIVORES
2311: It is Fish : name = Xlney, weight = 786294, value = 0.000671505, place = SEA
2312: It is Beast : name = Sitjz, weight = 792245, value = 0.000671509, type = PREDATOR
2313: It is Beast : name = Gtxbm, weight = 765259, value = 0.000671668, type = PREDATOR
2314: It is Beast : name = Gxsea, weight = 750103, value = 0.000671908, type = HERBIVORES
2315: It is Bird : name = Cciyp, weight = 750076, value = 0.000671932, fly away = FALSE
2316: It is Bird : name = Rodyo, weight = 781328, value = 0.000671933, fly away = TRUE
2317: It is Bird : name = Ubzoa, weight = 763208, value = 0.000672163, fly away = FALSE
2318: It is Fish : name = Dqyoy, weight = 794107, value = 0.000672453, place = LAKE
2319: It is Bird : name = Yzoyv, weight = 834217, value = 0.000672487, fly away = FALSE
2320: It is Bird : name = Ogvwx, weight = 801445, value = 0.000672535, fly away = TRUE
2321: It is Fish : name = Lozoh, weight = 779028, value = 0.000672633, place = OCEAN
